시도명,항목,월,2019,2020
대구광역시,오존,11,0.017,0.017
대구광역시,이산화질소,11,0.026,0.024
대구광역시,일산화탄소,11,0.5,0.5
대전광역시,미세먼지 PM10,11,43.0,37.0
대전광역시,미세먼지 PM2.5,11,21.0,20.0
대전광역시,아황산가스,11,0.003,0.002
대전광역시,오존,11,0.016,0.017
대전광역시,이산화질소,11,0.025,0.024
대전광역시,일산화탄소,11,0.5,0.5
부산광역시,미세먼지 PM10,11,35.0,31.0
부산광역시,미세먼지 PM2.5,11,17.0,17.0
부산광역시,아황산가스,11,0.004,0.004
부산광역시,오존,11,0.023,0.023
부산광역시,이산화질소,11,0.023,0.02
부산광역시,일산화탄소,11,0.4,0.4
서울특별시,미세먼지 PM10,11,40.0,42.0
서울특별시,미세먼지 PM2.5,11,20.0,24.0
서울특별시,아황산가스,11,0.004,0.003
서울특별시,오존,11,0.013,0.015
서울특별시,이산화질소,11,0.034,0.03
서울특별시,일산화탄소,11,0.6,0.6
세종특별자치시,미세먼지 PM10,11,45.0,40.0
세종특별자치시,미세먼지 PM2.5,11,26.0,25.0
세종특별자치시,아황산가스,11,0.003,0.004
세종특별자치시,오존,11,0.016,0.019
세종특별자치시,이산화질소,11,0.026,0.024
세종특별자치시,일산화탄소,11,0.5,0.5
울산광역시,미세먼지 PM10,11,34.0,31.0
울산광역시,미세먼지 PM2.5,11,15.0,17.0
울산광역시,아황산가스,11,0.004,0.003
울산광역시,오존,11,0.023,0.024
울산광역시,이산화질소,11,0.022,0.022
울산광역시,일산화탄소,11,0.5,0.5
인천광역시,미세먼지 PM10,11,41.0,39.0
인천광역시,미세먼지 PM2.5,11,19.0,21.0
인천광역시,아황산가스,11,0.005,0.004
인천광역시,오존,11,0.017,0.02
인천광역시,이산화질소,11,0.031,0.027
인천광역시,일산화탄소,11,0.6,0.5
전라남도,미세먼지 PM10,11,35.91304347826087,29.904761904761905
전라남도,미세먼지 PM2.5,11,17.26086956521739,15.666666666666666
전라남도,아황산가스,11,0.003391304347826,0.0027142857142857
전라남도,오존,11,0.0256086956521739,0.0273809523809523
전라남도,이산화질소,11,0.0114090909090909,0.0107619047619047
전라남도,일산화탄소,11,0.4454545454545455,0.3904761904761904
전라북도,미세먼지 PM10,11,40.8,32.5
전라북도,미세먼지 PM2.5,11,22.4,20.133333333333333
전라북도,아황산가스,11,0.0029285714285714,0.0028
전라북도,오존,11,0.0234666666666666,0.0241333333333333
전라북도,이산화질소,11,0.0144,0.0137333333333333
전라북도,일산화탄소,11,0.44,0.4
제주특별자치도,미세먼지 PM10,11,40.66666666666666,28.666666666666668
제주특별자치도,미세먼지 PM2.5,11,15.333333333333334,13.0
제주특별자치도,아황산가스,11,0.002,0.0013333333333333
제주특별자치도,오존,11,0.0406666666666666,0.0363333333333333
제주특별자치도,이산화질소,11,0.0096666666666666,0.0096666666666666
제주특별자치도,일산화탄소,11,0.3,0.3
충청남도,미세먼지 PM10,11,44.5625,40.75
충청남도,미세먼지 PM2.5,11,23.875,24.625
충청남도,아황산가스,11,0.0033125,0.0040625
충청남도,오존,11,0.020375,0.0233125
충청남도,이산화질소,11,0.0166875,0.016375
충청남도,일산화탄소,11,0.4875,0.50625
충청북도,미세먼지 PM10,11,47.41666666666666,40.16666666666666
충청북도,미세먼지 PM2.5,11,28.416666666666668,25.416666666666668
충청북도,아황산가스,11,0.0030833333333333,0.003
충청북도,오존,11,0.0163333333333333,0.0195
충청북도,이산화질소,11,0.0205,0.0171666666666666
충청북도,일산화탄소,11,0.525,0.4916666666666667
강원도,미세먼지 PM10,12,35.89473684210526,34.53333333333333
강원도,미세먼지 PM2.5,12,24.33333333333333,23.0
강원도,아황산가스,12,0.0030526315789473,0.0027368421052631
강원도,오존,12,0.0200526315789473,0.0229473684210526
강원도,이산화질소,12,0.0156315789473684,0.0145263157894736
강원도,일산화탄소,12,0.5578947368421052,0.4947368421052632
경기도,미세먼지 PM10,12,46.32258064516129,45.65625
경기도,미세먼지 PM2.5,12,30.83870967741936,28.65625
경기도,아황산가스,12,0.00365625,0.00384375
경기도,오존,12,0.01203125,0.0148125
경기도,이산화질소,12,0.02971875,0.02734375
경기도,일산화탄소,12,0.609375,0.571875
경상남도,미세먼지 PM10,12,31.789473684210527,29.0
경상남도,미세먼지 PM2.5,12,19.473684210526315,19.0
경상남도,아황산가스,12,0.0032105263157894,0.0032
경상남도,오존,12,0.0204736842105263,0.0235882352941176
경상남도,이산화질소,12,0.0197894736842105,0.0174117647058823
경상남도,일산화탄소,12,0.4736842105263157,0.4529411764705882
경상북도,미세먼지 PM10,12,36.69230769230769,35.40909090909091
경상북도,미세먼지 PM2.5,12,24.363636363636363,24.047619047619047
경상북도,아황산가스,12,0.0045,0.0042608695652173
경상북도,오존,12,0.0213571428571428,0.0234347826086956
경상북도,이산화질소,12,0.0155,0.0145652173913043
경상북도,일산화탄소,12,0.5571428571428572,0.5
광주광역시,미세먼지 PM10,12,33.0,33.0
광주광역시,미세먼지 PM2.5,12,22.0,24.0
광주광역시,아황산가스,12,0.003,0.003
광주광역시,오존,12,0.019,0.018
광주광역시,이산화질소,12,0.025,0.022
광주광역시,일산화탄소,12,0.6,0.5
대구광역시,미세먼지 PM10,12,42.0,38.0
대구광역시,미세먼지 PM2.5,12,29.0,24.0
대구광역시,아황산가스,12,0.004,0.003
대구광역시,오존,12,0.014,0.017
대구광역시,이산화질소,12,0.03,0.024
대구광역시,일산화탄소,12,0.7,0.5
대전광역시,미세먼지 PM10,12,40.0,38.0
대전광역시,미세먼지 PM2.5,12,25.0,20.0
대전광역시,아황산가스,12,0.003,0.003
대전광역시,오존,12,0.013,0.015
대전광역시,이산화질소,12,0.028,0.027
대전광역시,일산화탄소,12,0.6,0.5
부산광역시,미세먼지 PM10,12,35.0,33.0
부산광역시,미세먼지 PM2.5,12,23.0,21.0
부산광역시,아황산가스,12,0.004,0.003
부산광역시,오존,12,0.018,0.022
부산광역시,이산화질소,12,0.026,0.02
부산광역시,일산화탄소,12,0.5,0.4
서울특별시,미세먼지 PM10,12,42.0,42.0
서울특별시,미세먼지 PM2.5,12,28.0,27.0
서울특별시,아황산가스,12,0.004,0.004
서울특별시,오존,12,0.011,0.014
서울특별시,이산화질소,12,0.035,0.032
서울특별시,일산화탄소,12,0.7,0.6
세종특별자치시,미세먼지 PM10,12,46.0,44.0
세종특별자치시,미세먼지 PM2.5,12,32.0,28.0
세종특별자치시,아황산가스,12,0.003,0.004
세종특별자치시,오존,12,0.013,0.016
세종특별자치시,이산화질소,12,0.029,0.025
세종특별자치시,일산화탄소,12,0.6,0.6
울산광역시,미세먼지 PM10,12,33.0,30.0
울산광역시,미세먼지 PM2.5,12,20.0,19.0
울산광역시,아황산가스,12,0.004,0.003
울산광역시,오존,12,0.02,0.025
울산광역시,이산화질소,12,0.025,0.023
울산광역시,일산화탄소,12,0.5,0.5
인천광역시,미세먼지 PM10,12,40.0,39.0
인천광역시,미세먼지 PM2.5,12,25.0,24.0
인천광역시,아황산가스,12,0.005,0.004
인천광역시,오존,12,0.015,0.019
인천광역시,이산화질소,12,0.031,0.027
인천광역시,일산화탄소,12,0.7,0.6
전라남도,미세먼지 PM10,12,29.52173913043478,29.217391304347824
전라남도,미세먼지 PM2.5,12,18.565217391304348,17.91304347826087
전라남도,아황산가스,12,0.0034347826086956,0.002695652173913
전라남도,오존,12,0.0227391304347826,0.0237391304347826
전라남도,이산화질소,12,0.013,0.0126666666666666
전라남도,일산화탄소,12,0.4826086956521739,0.4238095238095238
전라북도,미세먼지 PM10,12,34.857142857142854,34.142857142857146
전라북도,미세먼지 PM2.5,12,24.428571428571427,22.73333333333333
전라북도,아황산가스,12,0.0028571428571428,0.0029333333333333
전라북도,오존,12,0.0217857142857142,0.0212666666666666
전라북도,이산화질소,12,0.0146428571428571,0.0156666666666666
전라북도,일산화탄소,12,0.4615384615384615,0.4266666666666667
제주특별자치도,미세먼지 PM10,12,29.666666666666668,24.666666666666668
제주특별자치도,미세먼지 PM2.5,12,16.0,14.0
제주특별자치도,아황산가스,12,0.002,0.0013333333333333
제주특별자치도,오존,12,0.0356666666666666,0.0346666666666666
제주특별자치도,이산화질소,12,0.0106666666666666,0.0106666666666666
제주특별자치도,일산화탄소,12,0.3333333333333333,0.3333333333333333
충청남도,미세먼지 PM10,12,41.4375,41.6875
충청남도,미세먼지 PM2.5,12,28.53333333333333,27.1875
충청남도,아황산가스,12,0.0035,0.0041875
충청남도,오존,12,0.0186875,0.0214666666666666
충청남도,이산화질소,12,0.017625,0.0175625
충청남도,일산화탄소,12,0.5125,0.50625
충청북도,미세먼지 PM10,12,45.5,43.083333333333336
충청북도,미세먼지 PM2.5,12,33.25,29.58333333333333
충청북도,아황산가스,12,0.003,0.0033333333333333
충청북도,오존,12,0.0129166666666666,0.0169166666666666
충청북도,이산화질소,12,0.0223333333333333,0.0198181818181818
충청북도,일산화탄소,12,0.6454545454545454,0.6
